"pitches","player_id","player_name","game_date","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"3",608718,"Suter, Brent","2021-06-13","10","30.0",,,,,,,,,,,,"2317","81.0","81.80","1","2","1","0.8","6.80","120","174","159","147","300","328","307"
"3",663531,"Allen, Logan","2021-04-28","52","5.8",,,,,,,,,,,,"2720","78.7","78.60","0","1","2","-0.1","6.00","120","153","124","151","298","314","300"
"3",650893,"Cabrera, Génesis","2021-08-26","13","23.1","1.000","0.000","1.000","1.000","0.879","0.636","0.686","1","1","82.9","13.0","2531","81.7","81.50","0","1","2","-0.2","6.03","112","146","105","140","287","315","293"
"3",650893,"Cabrera, Génesis","2021-08-25","11","27.3",,,,,,,,,,,,"2485","82.9","82.77","0","0","3","-0.1","6.23","91","143","106","150","294","312","283"
"3",663531,"Allen, Logan","2021-04-16","55","5.5",,,,,,,,,,,,"2623","76.9","76.17","0","2","1","-0.7","5.97","107","159","124","145","297","330","298"
"3",663531,"Allen, Logan","2021-04-11","92","3.3","0.000","0.000","0.000","0.000","0.000","0.061","0.064","0","1","65.2","-23.0","2701","76.1","75.73","0","1","2","-0.4","6.07","115","154","119","149","298","325","289"
"3",663531,"Allen, Logan","2021-04-05","72","4.2","0.000","0.000","0.000","0.000","0.000","0.086","0.096","0","1","60.5","-10.0","2557","75.4","75.03","0","1","2","-0.4","6.07","113","155","119","148","299","320","293"
"3",650893,"Cabrera, Génesis","2021-07-18","20","15.0","0.000","0.000","0.000","0.000","0.000","0.868","0.657","0","1","103.6","20.0","2642","80.0","79.53","0","1","2","-0.5","6.07","96","153","120","149","298","318","289"
"3",650893,"Cabrera, Génesis","2021-07-06","24","12.5",,,,,,,,,,,,"2453","81.4","81.50","0","0","3","0.1","6.20","119","165","106","152","292","326","324"
"3",650893,"Cabrera, Génesis","2021-07-03","20","15.0","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2426","80.6","80.70","0","0","3","0.1","5.90","131","150","106","152","297","336","320"
"3",650893,"Cabrera, Génesis","2021-06-28","14","21.4",,,,,,,,,,,,"2332","78.2","77.57","0","0","3","-0.6","5.80","116","142","95","152","292","307","301"
"3",650893,"Cabrera, Génesis","2021-06-20","13","23.1","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2478","83.5","83.47","1","2","1","0.0","6.13","118","154","131","149","312","316","293"
"3",650893,"Cabrera, Génesis","2021-06-15","14","21.4","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2476","82.2","82.07","1","1","2","-0.1","6.10","122","149","115","150","300","313","302"
"3",547942,"Kim, Kwang Hyun","2021-08-29","64","4.7",,,,,,,,,,,,"2089","69.6","69.83","0","0","3","0.2","6.17","100","154","114","146","304","314","277"
"3",605130,"Barlow, Scott","2021-06-06","16","18.8","0.500","0.000","0.500","0.500","0.440","0.592","0.618","1","2","84.8","-26.0","2399","79.4","79.67","0","2","1","0.3","6.40","113","154","114","147","297","330","306"
"3",650893,"Cabrera, Génesis","2021-06-09","13","23.1",,,,,,,,,,,,"2392","80.8","80.47","0","0","3","-0.3","6.10","124","154","129","152","293","305","301"
"3",650633,"King, Michael","2021-10-02","13","23.1","0.500","1.500",,"2.000","1.003","0.773","0.423","1","2","102.6","26.0","2785","80.7","80.63","1","3","0","-0.1","6.33","122","148","128","151","285","312","279"
"3",650893,"Cabrera, Génesis","2021-04-17","14","21.4","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2515","80.5","79.87","1","1","2","-0.6","5.93","129","154","126","154","275","295","301"
"3",663465,"Allard, Kolby","2021-09-26","14","21.4",,,,,,,,,,,,"1909","75.1","73.93","0","0","3","-1.2","5.80","105","151","125","146","296","319","293"
"3",605130,"Barlow, Scott","2021-06-11","25","12.0",,,,,,,,,,,,"2423","79.0","79.87","0","2","1","0.9","7.07","116","160","127","149","293","319","296"
"3",605130,"Barlow, Scott","2021-06-15","17","17.6",,,,,,,,,,,,"2606","80.3","80.40","0","1","2","0.1","6.47","103","165","133","146","302","320","305"
"3",656629,"Kopech, Michael","2021-04-11","26","11.5",,,,,,,,,,,,"2517","80.4","80.33","2","2","1","-0.1","6.20","121","166","122","152","306","323","303"
"3",456713,"Bush, Matt","2021-04-03","19","15.8","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2787","78.5","77.70","1","1","2","-0.8","6.13","110","148","121","147","306","322","296"
"3",663465,"Allard, Kolby","2021-09-04","82","3.7","0.000","0.000","0.000","0.000","0.000","0.020","0.020","0","1","83.8","58.0","1945","76.1","75.63","0","1","2","-0.5","5.73","124","165","120","152","305","318","295"
"3",542992,"Burns, Andy","2021-06-12","24","12.5","0.500","1.500","0.000","2.000","1.003","0.897","0.493","1","2","83.8","-6.0","1710","74.1","73.73","0","2","1","-0.4","5.87","124","161","128","155","302","320","306"
"3",622251,"Staumont, Josh","2021-09-20","7","42.9","0.000","0.000","0.000","0.000","0.000","0.243","0.183","0","1","93.5","25.0","2654","80.6","80.57","0","1","2","0.0","6.40","114","158","110","150","290","317","293"
"3",622251,"Staumont, Josh","2021-09-18","9","33.3","0.000","0.000","0.000","0.000","0.000","0.402","0.240","0","1","95.0","30.0","2696","82.6","82.27","0","1","2","-0.3","6.33","118","178","134","154","303","325","317"
"3",656629,"Kopech, Michael","2021-09-23","27","11.1",,,,,,,,,,,,"2437","80.6","80.77","0","0","3","0.2","6.37","116","163","112","151","300","301","283"
"3",452027,"Albers, Andrew","2021-09-04","68","4.4","1.000","3.000",,"4.000","2.007","1.019","0.586","1","1","100.4","28.0","2235","69.0","68.50","0","2","1","-0.5","6.23","112","156","121","149","301","339","297"
"3",622251,"Staumont, Josh","2021-08-19","3","100.0","0.000","0.000","0.000","0.000","0.000","0.301","0.283","0","2","93.4","7.5","2809","82.5","82.87","1","3","0","0.4","6.37","111","156","101","142","308","325","304"
"3",598287,"Ramirez, Noé","2021-05-11","10","30.0","0.000","0.000","0.000","0.000","0.000","0.592","0.646","0","1","94.8","9.0","2603","78.0","77.23","0","1","2","-0.8","5.97","94","152","101","151","300","329","284"
"3",605130,"Barlow, Scott","2021-07-16","15","20.0",,,,,,,,,,,,"2415","78.8","79.40","1","1","2","0.6","6.57","113","163","118","145","302","323","297"
"3",571871,"Krol, Ian","2021-08-05","18","16.7",,,,,"0.692","0.692",,"0","0",,,"2457","76.5","75.30","0","0","3","-1.2","5.60","108","152","136","152","292","325","301"
"3",571871,"Krol, Ian","2021-08-17","12","25.0","0.000","0.000",,"0.000","0.346","0.346",,"0","1",,,"2558","79.0","77.70","2","2","1","-1.3","5.67","121","157","121","153","297","331","297"
"3",605130,"Barlow, Scott","2021-07-28","21","14.3","0.000","0.000","0.000","0.000","0.000","0.823","0.409","0","1","104.5","40.0","2507","79.4","79.63","0","1","2","0.2","6.60","120","157","103","144","282","321","297"
"3",571871,"Krol, Ian","2021-09-27","34","8.8",,,,,,,,,,,,"2560","77.7","76.60","0","0","3","-1.1","5.47","103","156","120","147","298","330","292"
"3",571871,"Krol, Ian","2021-10-01","24","12.5",,,,,,,,,,,,"2570","78.4","76.50","0","2","1","-1.9","5.40","108","151","115","146","293","316","290"
"3",622251,"Staumont, Josh","2021-07-27","12","25.0","0.000","0.000","0.000","0.000","0.000","0.034","0.029","0","1","82.0","48.0","2664","81.4","81.53","0","1","2","0.1","6.40","114","152","114","148","291","321","300"
"3",664042,"Lakins Sr., Travis","2021-04-18","23","13.0",,,,,,,,,,,,"2725","81.6","80.10","0","0","3","-1.5","5.77","105","144","111","148","310","327","296"
"3",664042,"Lakins Sr., Travis","2021-05-02","14","21.4","1.000","0.000","1.000","1.000","0.879","0.731","0.789","1","1","72.4","28.0","2777","81.2","80.37","0","1","2","-0.8","5.97","111","154","121","149","320","334","302"
"3",664042,"Lakins Sr., Travis","2021-05-08","14","21.4",,,,,,,,,,,,"2740","80.5","79.17","0","0","3","-1.3","5.80","119","151","114","154","286","322","304"
"3",664042,"Lakins Sr., Travis","2021-05-10","11","27.3",,,,,,,,,,,,"2789","81.9","80.97","0","0","3","-0.9","5.93","115","152","116","150","303","328","296"
"3",664042,"Lakins Sr., Travis","2021-05-29","22","13.6",,,,,,,,,,,,"2740","80.0","78.90","0","0","3","-1.1","5.70","95","139","125","145","292","324","302"
"3",622251,"Staumont, Josh","2021-07-06","17","17.6","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2627","82.9","83.37","1","1","2","0.5","6.57","98","151","110","143","305","326","313"
"3",656638,"Lange, Alex","2021-05-16","9","33.3","1.000","0.000","1.000","1.000","0.879","0.498","0.549","1","1","105.4","4.0","2365","83.4","83.47","1","2","1","0.1","6.47","102","158","127","148","306","322","294"
"3",656638,"Lange, Alex","2021-08-22","10","30.0",,,,,,,,,,,,"1775","84.7","84.77","2","2","1","0.1","6.30","110","154","114","150","312","339","290"
"3",598287,"Ramirez, Noé","2021-06-18","14","21.4","0.000","0.000","0.000","0.000","0.000","0.513","0.560","0","2","98.5","7.0","2628","77.1","76.77","1","3","0","-0.3","6.03","115","154","123","156","309","341","305"
"3",656638,"Lange, Alex","2021-09-17","10","30.0",,,,,,,,,,,,"2030","85.2","84.73","0","0","3","-0.5","6.23","110","169","105","151","302","332","307"
"3",656638,"Lange, Alex","2021-09-18","8","37.5","0.000","0.000","0.000","0.000","0.000","0.231","0.171","0","1","93.8","27.0","1725","84.6","84.87","1","2","1","0.3","6.40","122","151","109","151","301","323","295"
"3",656638,"Lange, Alex","2021-09-20","9","33.3","0.000","0.000","0.000","0.000","0.000","0.095","0.106","0","1","86.1","-19.0","2137","85.3","85.37","0","1","2","0.1","6.40","124","172","115","155","296","339","299"
"3",605130,"Barlow, Scott","2021-08-09","11","27.3",,,,,,,,,,,,"2597","79.9","79.83","2","2","1","-0.1","6.37","113","149","116","140","307","323","299"
"3",622251,"Staumont, Josh","2021-05-26","11","27.3","0.000","0.000","0.000","0.000","0.000","0.385","0.250","0","2","91.3","27.5","2562","79.4","79.43","0","2","1","0.0","6.87","98","154","123","146","300","333","302"
"3",645261,"Alcantara, Sandy","2021-04-23","93","3.2",,,,,,,,,,,,"2240","82.7","82.00","0","0","3","-0.7","5.73","122","151","101","155","298","312","309"
"3",571882,"Law, Derek","2021-07-01","32","9.4",,,,,,,,,,,,"2127","76.4","77.03","1","1","2","0.6","6.53","106","160","104","150","296","339","295"
"3",453281,"LeBlanc, Wade","2021-04-06","12","25.0","0.333","0.000","0.333","0.333","0.293","0.402","0.412","1","3","88.4","24.0","2486","74.8","74.23","0","3","0","-0.6","6.10","125","165","132","155","307","322","291"
"3",453281,"LeBlanc, Wade","2021-04-13","11","27.3","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0","1","75.8","64.0","2348","74.7","73.93","0","1","2","-0.8","6.07","117","150","95","155","296","329","306"
"3",453281,"LeBlanc, Wade","2021-04-24","48","6.3",,,,,,,,,,,,"2304","73.8","73.13","0","0","3","-0.7","6.10","104","169","120","150","302","321","299"
"3",605130,"Barlow, Scott","2021-08-21","8","37.5","0.000","0.000","0.000","0.000","0.000","0.009","0.009","0","1","90.6","51.0","2409","78.5","79.07","1","2","1","0.6","6.80","109","155","113","144","294","314","289"
"3",453281,"LeBlanc, Wade","2021-06-24","36","8.3","0.500","1.500","0.000","2.000","1.003","0.666","0.347","1","2","98.6","36.5","2249","72.6","71.97","0","2","1","-0.6","5.90","123","158","121","151","295","308","305"
"3",453281,"LeBlanc, Wade","2021-07-09","65","4.6","1.000","1.000","1.000","2.000","1.242","0.795","0.860","1","1","75.2","24.0","2264","73.7","73.50","0","1","2","-0.2","6.13","126","161","118","149","296","321","296"
"3",622251,"Staumont, Josh","2021-10-03","11","27.3","0.000","0.000","0.000","0.000","0.000","0.090","0.100","0","1","89.2","-17.0","2759","81.8","81.53","0","1","2","-0.3","6.30","96","154","121","138","304","326","312"
"3",452657,"Lester, Jon","2021-05-12","97","3.1","0.000","0.000","0.000","0.000","0.000","0.003","0.003","0","1","96.5","52.0","2492","72.8","72.83","0","2","1","0.0","6.27","113","152","121","153","305","326","300"
"3",452657,"Lester, Jon","2021-08-08","92","3.3",,,,,,,,,,,,"2386","71.1","70.93","0","1","2","-0.2","6.10","111","157","116","149","302","323","297"
"3",452657,"Lester, Jon","2021-08-19","89","3.4","0.000","0.000","0.000","0.000","0.000","0.003","0.003","0","1","82.4","68.0","2513","72.9","72.63","0","2","1","-0.3","6.23","122","161","115","151","294","319","294"
"3",622251,"Staumont, Josh","2021-04-11","9","33.3","0.000","0.000",,"0.000","0.000","0.000",,"0","2",,,"2892","80.4","80.17","1","1","2","-0.2","6.43","111","158","120","142","307","325","301"
"3",458676,"Lindblom, Josh","2021-04-23","80","3.8",,,,,,,,,,,,"2838","70.7","69.93","1","2","1","-0.8","6.27","113","160","119","151","303","330","304"
"3",642528,"Loáisiga, Jonathan","2021-04-17","32","9.4",,,,,,,,,,,,"2652","85.9","86.00","0","0","3","0.1","6.57","105","151","108","145","292","327","282"
"3",605130,"Barlow, Scott","2021-09-01","16","18.8","1.000","1.000","1.000","2.000","1.242","0.259","0.223","1","1","92.3","22.0","2455","79.0","79.10","0","1","2","0.1","6.57","115","163","111","147","309","324","303"
"3",642528,"Loáisiga, Jonathan","2021-05-05","13","23.1",,,,,,,,,,,,"2583","87.4","87.93","0","0","3","0.5","6.40","108","154","123","145","302","330","290"
"3",642528,"Loáisiga, Jonathan","2021-05-07","18","16.7","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2423","86.8","87.70","0","0","3","0.9","6.63","84","126","104","127","293","328","283"
"3",642528,"Loáisiga, Jonathan","2021-05-18","13","23.1","0.000","0.000","0.000","0.000","0.000","0.018","0.020","0","1","64.2","58.0","2691","85.0","85.37","0","2","1","0.4","6.57","120","169","129","138","302","330","286"
"3",605130,"Barlow, Scott","2021-09-06","15","20.0",,,,,,,,,,,,"2597","80.9","81.67","0","1","2","0.8","6.87","109","169","127","150","305","319","299"
"3",642528,"Loáisiga, Jonathan","2021-06-10","19","15.8",,,,,,,,,,,,"2564","87.2","88.00","0","0","3","0.8","6.53","114","151","101","149","296","324","288"
"3",665661,"Spitzbarth, Shea","2021-08-02","21","14.3","0.000","0.000","0.000","0.000","0.000","0.082","0.069","0","1","78.3","51.0","2007","76.0","75.27","0","1","2","-0.7","5.77","123","149","130","153","301","316","280"
"3",608716,"Steckenrider, Drew","2021-04-16","10","30.0",,,,,,,,,,,,"2389","79.5","79.47","0","0","3","0.0","6.07","101","154","120","145","297","331","295"
"3",608716,"Steckenrider, Drew","2021-05-08","19","15.8","0.000","0.000","0.000","0.000","0.000","0.054","0.037","0","1","88.6","34.0","2124","80.1","79.57","0","1","2","-0.5","5.90","88","139","107","142","304","338","305"
"3",608716,"Steckenrider, Drew","2021-06-11","18","16.7","0.000","0.000","0.000","0.000","0.000","0.700","0.471","0","1","99.1","25.0","2117","81.4","81.37","0","1","2","0.0","5.93","97","153","120","151","300","318","285"
"3",641154,"López, Pablo","2021-04-24","97","3.1",,,,,,,,,,,,"2474","79.5","80.03","0","0","3","0.5","6.63","117","151","98","152","283","316","302"
"3",608716,"Steckenrider, Drew","2021-07-01","10","30.0","1.000","1.000","1.000","2.000","1.242","0.374","0.360","1","1","97.8","18.0","1909","79.7","79.67","0","2","1","0.0","5.77","116","154","117","148","287","318","294"
"3",641154,"López, Pablo","2021-07-11","83","3.6",,,,,,,,,,,,"2309","79.4","79.90","0","0","3","0.5","6.63","116","151","115","153","306","317","285"
"3",625643,"López, Reynaldo","2021-07-19","44","6.8",,,,,,,,,,,,"2477","76.3","76.00","0","0","3","-0.3","5.93","115","164","104","153","300","320","305"
"3",625643,"López, Reynaldo","2021-08-22","75","4.0",,,,,,,,,,,,"2465","74.2","74.03","1","2","1","-0.2","6.37","105","148","105","158","295","324","297"
"3",625643,"López, Reynaldo","2021-09-09","90","3.3",,,,,,,,,,,,"2438","74.2","74.40","0","0","3","0.2","6.23","123","172","109","153","298","322","301"
"3",547179,"Lorenzen, Michael","2021-09-20","24","12.5",,,,,,,,,,,,"2429","83.0","82.00","0","0","3","-1.0","5.73","125","147","129","149","282","316","293"
"3",547179,"Lorenzen, Michael","2021-09-21","29","10.3","0.000","0.000","0.000","0.000","0.000","0.118","0.111","0","1","95.2","-16.0","2382","81.6","80.67","0","1","2","-0.9","5.80","101","147","121","149","291","320","289"
"3",571901,"Loup, Aaron","2021-04-05","12","25.0",,,"0.000",,"0.361","0.399",,"0","0","84.2","29.0","2471","75.5","74.53","0","2","1","-1.0","6.03","110","127","96","130","272","319","296"
"3",571901,"Loup, Aaron","2021-04-28","9","33.3","1.000","0.000","1.000","1.000","0.879","0.697","0.749","1","1","78.0","15.0","2615","76.6","75.70","0","1","2","-0.9","6.03","131","171","129","156","294","337","301"
"3",571901,"Loup, Aaron","2021-05-05","14","21.4","1.000","0.000","1.000","1.000","0.879","0.480","0.517","1","1","92.6","5.0","2459","75.6","74.53","0","1","2","-1.1","6.00","128","169","104","146","295","330","302"
"3",571901,"Loup, Aaron","2021-05-11","8","37.5",,,,,,,,,,,,"2492","75.4","74.17","1","2","1","-1.2","5.93","87","148","99","150","271","307","296"
"3",571901,"Loup, Aaron","2021-05-22","10","30.0",,,,,,,,,,,,"2386","75.7","74.17","0","0","3","-1.5","5.97","105","146","98","148","274","301","289"
"3",571901,"Loup, Aaron","2021-06-01","13","23.1",,,,,,,,,,,,"2542","76.4","75.77","0","0","3","-0.6","6.23","124","159","103","156","316","336","314"
"3",645261,"Alcantara, Sandy","2021-05-20","100","3.0",,,,,,,,,,,,"2458","83.7","83.30","0","0","3","-0.4","6.00","117","151","95","156","298","315","275"
"3",621249,"Underwood Jr., Duane","2021-04-27","8","37.5","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2238","77.8","77.73","1","1","2","-0.1","6.30","100","153","102","148","325","322","282"
"3",656212,"Barnes, Charlie","2021-08-20","109","2.8",,,,,,,,,,,,"1949","73.4","72.00","1","1","2","-1.4","5.17","112","150","142","151","295","329","286"
"3",571901,"Loup, Aaron","2021-08-04","11","27.3",,,,,,,,,,,,"2452","75.6","74.07","1","1","2","-1.5","5.97","87","157","109","144","286","318","303"
"3",571901,"Loup, Aaron","2021-08-12","15","20.0",,,,,,,,,,,,"2354","75.9","75.37","0","1","2","-0.5","6.00","125","154","118","148","298","346","317"
"3",670955,"Uceta, Edwin","2021-07-09","29","10.3",,,,,,,,,,,,"2383","80.1","80.33","1","1","2","0.2","6.27","116","155","107","153","294","317","296"
"3",675912,"Lowther, Zac","2021-04-25","18","16.7","0.500","0.000","0.500","0.500","0.440","0.568","0.584","1","2","84.8","-19.0","2638","77.0","76.97","0","2","1","0.0","6.83","110","155","122","148","312","321","301"
"3",675912,"Lowther, Zac","2021-07-07","61","4.9",,,,,,,,,,,,"2567","75.9","76.03","1","2","1","0.1","6.83","117","154","121","150","299","320","290"
"3",608716,"Steckenrider, Drew","2021-07-18","10","30.0",,,,,,,,,,,,"2038","80.1","79.60","0","1","2","-0.5","5.83","114","154","118","150","324","314","281"
"3",519293,"Smith, Will","2021-09-19","12","25.0",,,,,,,,,,,,"2268","78.7","78.30","1","1","2","-0.4","6.03","111","156","123","147","308","326","296"
"3",519293,"Smith, Will","2021-09-15","15","20.0",,,,,,,,,,,,"2141","76.0","75.30","1","1","2","-0.7","6.00","110","150","118","143","325","331","295"
"3",519293,"Smith, Will","2021-09-12","24","12.5","0.000","0.000","0.000","0.000","0.000","0.311","0.346","0","1","89.4","1.0","2077","78.9","78.50","1","2","1","-0.4","6.07","108","151","111","151","301","322","297"
"3",519293,"Smith, Will","2021-09-10","8","37.5","0.000","0.000","0.000","0.000","0.000","0.158","0.174","0","1","83.0","-6.0","2070","78.0","77.17","0","1","2","-0.8","5.90","113","153","140","128","308","326","293"
"3",519293,"Smith, Will","2021-08-21","13","23.1",,,,,,,,,,,,"2039","77.8","77.17","0","0","3","-0.6","6.07","105","151","111","146","310","338","284"
"3",608716,"Steckenrider, Drew","2021-07-30","15","20.0","0.000","0.000","0.000","0.000","0.000","0.202","0.220","0","2","87.2","20.5","2100","77.7","76.80","0","2","1","-0.9","5.63","113","156","115","148","316","332","282"
"3",670955,"Uceta, Edwin","2021-06-20","43","7.0",,,,,,,,,,,,"2401","81.7","81.57","0","0","3","-0.1","6.33","108","160","114","153","300","323","300"
"3",476595,"Luetge, Lucas","2021-05-25","23","13.0","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2799","75.1","74.23","1","1","2","-0.9","6.23","99","134","100","124","302","320","276"
"3",476595,"Luetge, Lucas","2021-06-10","16","18.8","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0","1","68.0","67.0","2651","74.4","73.77","0","1","2","-0.6","5.97","116","143","134","145","293","316","290"
"3",476595,"Luetge, Lucas","2021-06-13","28","10.7","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2608","74.0","73.47","0","1","2","-0.5","6.20","104","148","120","147","295","326","282"
"3",476595,"Luetge, Lucas","2021-06-28","27","11.1","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2606","74.0","73.47","0","1","2","-0.5","6.30","106","151","131","147","303","320","276"
"3",605513,"Turnbull, Spencer","2021-05-24","86","3.5",,,,,,,,,,,,"2677","80.3","80.13","0","1","2","-0.2","6.20","100","148","116","150","306","331","289"
"3",476595,"Luetge, Lucas","2021-07-22","19","15.8","1.000","0.000","1.000","1.000","0.879","0.103","0.114","1","1","64.8","0.0","2677","74.4","73.77","0","1","2","-0.6","6.13","114","170","113","148","278","324","298"
"3",476595,"Luetge, Lucas","2021-08-14","12","25.0","1.000","0.000","1.000","1.000","0.879","0.445","0.469","1","1","99.7","1.0","2772","74.6","73.53","1","2","1","-1.1","5.93","88","147","114","141","301","323","285"
"3",519293,"Smith, Will","2021-08-15","22","13.6",,,,,,,,,,,,"2200","78.0","77.83","1","1","2","-0.2","6.20","103","154","110","149","313","337","295"
"3",476595,"Luetge, Lucas","2021-09-04","29","10.3",,,,,,,,,,,,"2665","74.3","73.70","0","0","3","-0.6","6.17","114","150","99","146","297","313","274"
"3",476595,"Luetge, Lucas","2021-09-11","19","15.8","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2669","74.4","73.80","1","1","2","-0.6","6.13","119","151","113","146","293","315","295"
"3",607625,"Lugo, Seth","2021-07-25","18","16.7","0.500","0.000","0.500","0.500","0.440","0.581","0.576","1","2","96.9","16.5","3285","81.0","79.97","0","2","1","-1.0","6.00","115","149","118","145","309","328","297"
"3",607625,"Lugo, Seth","2021-08-16","10","30.0","0.000","0.000","0.000","0.000","0.000","0.399","0.423","0","1","80.0","25.0","3250","80.1","78.77","0","2","1","-1.3","5.60","126","181","126","153","292","317","295"
"3",605513,"Turnbull, Spencer","2021-04-21","62","4.8",,,,,,,,,,,,"2515","76.1","74.90","0","0","3","-1.2","5.80","118","150","106","151","294","332","305"
"3",607625,"Lugo, Seth","2021-08-26","9","33.3","1.000","0.000","1.000","1.000","0.879","0.478","0.526","1","1","101.4","3.0","3216","79.0","77.80","0","1","2","-1.2","5.70","111","166","103","153","303","332","298"
"3",607625,"Lugo, Seth","2021-09-03","13","23.1","0.000","0.000","0.000","0.000","0.000","0.106","0.118","0","2","84.7","-4.5","3148","78.5","77.27","0","2","1","-1.2","5.60","87","167","108","151","300","330","303"
"3",607625,"Lugo, Seth","2021-09-29","8","37.5","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"3262","80.6","78.73","1","1","2","-1.9","5.80","114","136","103","147","292","307","284"
"3",608716,"Steckenrider, Drew","2021-08-13","13","23.1","1.000","0.000","1.000","1.000","0.879","0.875","0.897","1","1","104.5","11.0","2141","80.6","80.07","0","1","2","-0.5","5.70","100","122","100","115","303","319","288"
"3",598287,"Ramirez, Noé","2021-08-26","11","27.3",,,,,,,,,,,,"2548","75.3","75.03","0","0","3","-0.3","6.20","115","157","118","151","279","312","281"
"3",598287,"Ramirez, Noé","2021-08-29","14","21.4",,,,,,,,,,,,"2565","75.5","75.10","0","1","2","-0.4","6.10","110","148","114","155","282","334","298"
"3",519293,"Smith, Will","2021-07-10","13","23.1","0.000","0.000","0.000","0.000","0.000","0.715","0.413","0","2","91.1","19.0","2005","76.0","75.13","0","2","1","-0.9","6.10","85","148","115","148","316","324","296"
"3",608716,"Steckenrider, Drew","2021-08-29","20","15.0",,,,,,,,,,,,"1956","79.2","78.77","0","0","3","-0.4","5.83","117","156","108","146","320","327","286"
"3",519293,"Smith, Will","2021-07-01","15","20.0",,,,,,,,,,,,"2034","78.3","77.93","0","0","3","-0.4","5.87","102","151","117","145","321","321","290"
"3",519293,"Smith, Will","2021-06-20","17","17.6",,,,,,,,,,,,"1981","78.0","77.90","0","0","3","-0.1","6.10","111","150","120","147","316","313","290"
"3",608716,"Steckenrider, Drew","2021-09-01","10","30.0",,,,,,,,,,,,"2072","81.0","80.60","0","0","3","-0.4","5.80","97","153","114","143","306","324","283"
"3",608716,"Steckenrider, Drew","2021-09-28","17","17.6","1.000","0.000","1.000","1.000","0.879","0.827","0.891","1","1","65.7","29.0","2056","81.6","81.13","0","2","1","-0.5","5.77","98","149","106","142","295","333","291"
"3",657006,"Steele, Justin","2021-04-30","31","9.7",,,,,,,,,,,,"2716","78.4","78.20","0","2","1","-0.2","6.33","121","152","105","148","288","311","286"
"3",657006,"Steele, Justin","2021-05-09","27","11.1",,,,,,,,,,,,"2724","78.9","78.43","0","0","3","-0.5","6.23","110","153","121","148","281","300","287"
"3",519293,"Smith, Will","2021-04-10","10","30.0","0.000","0.000","0.000","0.000","0.000","0.195","0.208","0","1","67.8","-48.0","1984","77.4","77.17","0","2","1","-0.2","6.10","89","141","99","150","315","318","289"
"3",519293,"Smith, Will","2021-04-07","21","14.3","1.000","1.000","1.000","2.000","1.242","0.245","0.263","1","1","96.5","-6.0","2220","80.2","80.27","0","2","1","0.1","6.23","85","147","116","148","311","313","299"
"3",598287,"Ramirez, Noé","2021-09-01","15","20.0",,,,,,,,,,,,"2542","75.9","75.50","0","0","3","-0.4","6.13","122","156","124","151","298","331","304"
"3",458681,"Lynn, Lance","2021-05-24","104","2.9",,,,,,,,,,,,"2379","79.8","79.80","0","0","3","0.0","6.33","111","148","101","153","297","319","292"
"3",642152,"Trivino, Lou","2021-09-19","14","21.4",,,,,,,,,,,,"2251","76.3","75.87","2","3","0","-0.4","6.20","103","142","113","146","293","304","288"
"3",642152,"Trivino, Lou","2021-09-17","12","25.0",,,,,,,,,,,,"2345","76.8","76.70","0","0","3","-0.1","6.43","117","159","116","152","303","321","301"
"3",642152,"Trivino, Lou","2021-08-06","16","18.8","0.000","0.000","0.000","0.000","0.000","0.011","0.012","0","2","69.1","58.0","2265","76.9","76.77","0","1","2","-0.1","6.33","113","146","121","152","291","332","311"
"3",628317,"Maeda, Kenta","2021-04-01","88","3.4",,,,,,,,,,,,"2556","77.6","75.77","0","0","3","-1.8","5.40","110","158","112","153","293","325","300"
"3",642152,"Trivino, Lou","2021-07-29","11","27.3","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2380","77.9","78.20","2","2","1","0.3","6.57","118","150","123","151","314","330","283"
"3",642152,"Trivino, Lou","2021-07-24","20","15.0","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2366","78.4","78.50","0","0","3","0.1","6.50","106","143","114","141","279","308","286"
